职位名,链接,公司,工作地点,薪资,经验,学历
Python开发工程师,http://jobs.51job.com/shenzhen/91108195.html?s=01&t=0,深圳市亿觅科技有限公司,深圳,2-3万/月,3-4年经验,本科
中级Python开发工程师,http://jobs.51job.com/beijing/91544009.html?s=01&t=0,北京飞利信科技股份有限公司,北京,1.2-2万/月,,本科
Python,http://jobs.51job.com/shenzhen-nsq/88224043.html?s=01&t=0,广州碧软信息科技有限公司,深圳-南山区,0.9-1.5万/月,3-4年经验,大专
web后端开发（python）,http://jobs.51job.com/shanghai-mhq/81924898.html?s=01&t=0,上海犇众信息技术有限公司,上海-闵行区,1.5-2万/月,,大专
Python工程师,http://jobs.51job.com/guangzhou/90514059.html?s=01&t=0,广州棒谷网络科技有限公司,广州,1-2万/月,2年经验,大专
高级Python开发工程师,http://jobs.51job.com/guangzhou-thq/84766991.html?s=01&t=0,广州中广计算机科技有限公司,广州-天河区,1-1.5万/月,5-7年经验,大专
高级Python工程师,http://jobs.51job.com/shanghai-jaq/88424074.html?s=01&t=0,上海汇银（集团）有限公司,上海-静安区,1.5-2万/月,,大专
python爬虫工程师,http://jobs.51job.com/shanghai-pdxq/91211676.html?s=01&t=0,上海育创网络科技股份有限公司,上海-浦东新区,1-1.5万/月,3-4年经验,本科
Python开发工程师,http://jobs.51job.com/chengdu/89414957.html?s=01&t=0,成都市思叠科技有限公司,成都,4-8千/月,1年经验,本科
Python开发工程师,http://jobs.51job.com/fuzhou/89501053.html?s=01&t=0,福建省钜元国际会展有限公司,福州,0.6-1.2万/月,,
Python运维开发工程师,http://jobs.51job.com/beijing-cyq/85629187.html?s=01&t=0,北京畅行信息技术有限公司,北京-朝阳区,1-1.5万/月,,本科
python工程师,http://jobs.51job.com/shenzhen/90317098.html?s=01&t=0,中亚置业集团有限公司,深圳,0.8-1.5万/月,1年经验,大专
python讲师（***）,http://jobs.51job.com/beijing-hdq/83720306.html?s=01&t=0,北京师大安博教育科技有限责任公司,异地招聘,3-4.5千/月,,大专
Python工程师,http://jobs.51job.com/shanghai-pdxq/74393115.html?s=01&t=0,上海网钜信息科技有限公司,上海-浦东新区,0.8-1万/月,2年经验,
大数据平台开发工程师（java/python）,http://jobs.51job.com/beijing/84533097.html?s=01&t=0,北京天行汇通信息技术有限公司,北京,1.5-2万/月,3-4年经验,本科
python开发工程师,http://jobs.51job.com/jinshuiqu/68070010.html?s=01&t=0,郑州创恒实业有限公司,郑州-金水区,4-6千/月,1年经验,本科
Python研发工程师,http://jobs.51job.com/kunshan/91500046.html?s=01&t=0,北京悦游信息技术有限公司,异地招聘,1-1.5万/月,2年经验,本科
Python开发工程师,http://jobs.51job.com/beijing/89020269.html?s=01&t=0,北京迈基诺基因科技股份有限公司,北京,0.8-1万/月,,本科
Python开发工程师,http://jobs.51job.com/beijing-dcq/76996777.html?s=01&t=0,北京神黄科技股份有限公司,北京-东城区,1-2万/月,,本科
Python高级DevOps工程师,http://jobs.51job.com/shenzhen-nsq/91678545.html?s=01&t=0,深圳市泽林软件技术有限公司,深圳-南山区,1.5-2.5万/月,,本科
Python/Ruby软件开发工程师,http://jobs.51job.com/qingdao-snq/90949061.html?s=01&t=0,青岛青软科技有限公司,青岛-市南区,4-7千/月,,大专
Linux python开发运维,http://jobs.51job.com/hangzhou/76584846.html?s=01&t=0,杭州联众医疗科技股份有限公司,杭州,1-2万/月,2年经验,大专
资深Python开发工程师,http://jobs.51job.com/shenzhen-nsq/89551478.html?s=01&t=0,深圳市茅庐信息科技有限公司,深圳-南山区,1.5-2.5万/月,,本科
Python开发工程师,http://jobs.51job.com/shanghai/88667609.html?s=01&t=0,上海扬讯计算机科技有限责任公司,上海,0.8-1.2万/月,,大专
云计算Python工程师,http://jobs.51job.com/kunshan/80779274.html?s=01&t=0,苏州中德宏泰电子科技股份有限公司,昆山,1-1.4万/月,,大专
2018秋招-python开发,http://jobs.51job.com/beijing-hdq/91645723.html?s=01&t=0,好未来教育（原学而思教育),北京-海淀区,1-1.5万/月,,
Python开发工程师,http://jobs.51job.com/guangzhou-thq/90485165.html?s=01&t=0,广东全彩科技有限公司,广州-天河区,0.8-1万/月,,
后端开发工程师（lua、python中间件方向）,http://jobs.51job.com/shanghai-xhq/91854738.html?s=01&t=0,上海卓易科技股份有限公司,上海-徐汇区,1-1.8万/月,1年经验,大专
Python开发工程师,http://jobs.51job.com/guangzhou/83654695.html?s=01&t=0,广东长荣科技有限公司,广州,5-8千/月,1年经验,本科
Python后端开发工程师,http://jobs.51job.com/shanghai-mhq/90184144.html?s=01&t=0,上海中路（集团）有限公司,上海-闵行区,1.5-2万/月,,
python开发工程师,http://jobs.51job.com/shanghai/79192623.html?s=01&t=0,上海动艺网络科技有限公司,上海,1-1.5万/月,1年经验,
python后台开发工程师,http://jobs.51job.com/shenzhen-nsq/65507204.html?s=01&t=0,深圳市云趣网络科技股份有限公司,深圳-南山区,1-1.5万/月,1年经验,大专
Python高级开发工程师,http://jobs.51job.com/chengdu/91050924.html?s=01&t=0,成都易耕云作科技有限公司,成都,0.9-1.4万/月,2年经验,本科
Python开发工程师（爬虫经验）,http://jobs.51job.com/dongguan/88223598.html?s=01&t=0,东宝信息技术有限公司,东莞,1-1.5万/月,3-4年经验,本科
python中级开发工程师,http://jobs.51job.com/shenzhen-nsq/90248446.html?s=01&t=0,博彦科技（深圳）有限公司,深圳-南山区,1-1.5万/月,3-4年经验,
0131-Python运维开发工程师,http://jobs.51job.com/shanghai-ypq/90607120.html?s=01&t=0,无锡华云数据技术服务有限公司,上海-杨浦区,1.5-2万/月,,
Python工程师,http://jobs.51job.com/hangzhou-xhq/87598136.html?s=01&t=0,北京淘乐创想科技有限公司,杭州-西湖区,0.5-1万/月,1年经验,本科
Python开发工程师,http://jobs.51job.com/shanghai/78412707.html?s=01&t=0,上海天玑数据技术有限公司,上海,10-15万/年,无工作经验,
Python开发工程师,http://jobs.51job.com/shanghai-pdxq/90524192.html?s=01&t=0,上海城置投资控股集团有限公司,上海-浦东新区,1.6-2.8万/月,3-4年经验,大专
python 开发工程师,http://jobs.51job.com/zhuhai-xzq/81060196.html?s=01&t=0,天心软件科技（珠海）有限公司,珠海-香洲区,4.5-6千/月,1年经验,
Python开发工程师,http://jobs.51job.com/shenzhen-ftq/85625093.html?s=01&t=0,大连华讯投资股份有限公司深圳分公司,深圳-福田区,0.8-1万/月,2年经验,本科
Python开发工程师,http://jobs.51job.com/wuhan-hsq/84412897.html?s=01&t=0,北京博睿宏远数据科技股份有限公司,武汉-洪山区,0.7-1.4万/月,1年经验,本科
Python高级开发工程师,http://jobs.51job.com/shenzhen-ftq/91281665.html?s=01&t=0,深圳市财智叁陆伍科技有限公司,深圳-福田区,1.5-2.5万/月,3-4年经验,大专
Python工程师,http://jobs.51job.com/shanghai-pdxq/86317565.html?s=01&t=0,上海载和网络科技有限公司,上海-浦东新区,1-1.5万/月,,
手游研发工程师（Python）（初级）,http://jobs.51job.com/beijing/65682385.html?s=01&t=0,北京凯奇谷信息技术股份有限公司,北京,0.6-1万/月,1年经验,本科
Python自动化脚本开发工程师,http://jobs.51job.com/shanghai-pdxq/89819398.html?s=01&t=0,上海时溪信息技术有限公司,上海-浦东新区,1-1.5万/月,2年经验,
Python开发工程师,http://jobs.51job.com/wuhan/85090499.html?s=01&t=0,武汉朱雀闻天科技有限公司,武汉,15-20万/年,2年经验,本科
python开发工程师,http://jobs.51job.com/beijing-hdq/90469182.html?s=01&t=0,北京清控人居环境研究院有限公司,北京-海淀区,0.8-1.2万/月,,大专
"python运维工程师(zabbix,私有云方向)",http://jobs.51job.com/guangzhou-yxq/76419982.html?s=01&t=0,久邦数码,广州-越秀区,1.5-3万/月,3-4年经验,大专
Python开发工程师,http://jobs.51job.com/beijing/86786327.html?s=01&t=0,北京信威通信科技集团股份有限公司,北京,1.5-2万/月,,
高级Python开发工程师,http://jobs.51job.com/beijing-cyq/77400720.html?s=01&t=0,北京睿智融科控股股份有限公司,北京-朝阳区,1.5-2万/月,3-4年经验,本科
Python高级开发工程师,http://jobs.51job.com/wuhan/91125210.html?s=01&t=0,华大基因,武汉,1.2-1.7万/月,3-4年经验,本科
Python游戏逻辑开发工程师,http://jobs.51job.com/xiamen/87211461.html?s=01&t=0,厦门第二世界网络科技有限公司,异地招聘,4-6千/月,,
大数据高级工程师（Java、Python、Scala）,http://jobs.51job.com/lanzhou/88223952.html?s=01&t=0,北京先进数通信息技术股份公司,兰州,0.6-1万/月,3-4年经验,本科
python中级开发工程师,http://jobs.51job.com/guangzhou/71362309.html?s=01&t=0,广州七乐康药业连锁有限公司,广州,1-1.5万/月,,
Python软件工程师,http://jobs.51job.com/shanghai-ypq/86605197.html?s=01&t=0,上海伟梦物联网科技有限公司,上海-杨浦区,6-8千/月,3-4年经验,
python开发工程师,http://jobs.51job.com/shanghai-ptq/73713389.html?s=01&t=0,上海庆科信息技术有限公司,上海-普陀区,0.8-1万/月,3-4年经验,本科
测试工程师python,http://jobs.51job.com/beijing-hdq/91314798.html?s=01&t=0,北京文安智能技术股份有限公司,北京-海淀区,1-1.5万/月,,本科
Python开发,http://jobs.51job.com/guangzhou-thq/84825943.html?s=01&t=0,上海新炬网络技术有限公司,广州-天河区,0.7-1.4万/月,,
高级Python工程师,http://jobs.51job.com/beijing-hdq/85458414.html?s=01&t=0,北京新界教育科技有限公司,北京-海淀区,1-2万/月,3-4年经验,本科
Python/Django web开发工程师,http://jobs.51job.com/beijing/87229300.html?s=01&t=0,北京真朴教育科技发展有限公司,北京,6-8千/月,2年经验,大专
Python开发工程师,http://jobs.51job.com/shenzhen-lhxq/88086202.html?s=01&t=0,深圳市零壹移动互联系统有限公司,深圳-龙华新区,1.5-3万/月,3-4年经验,本科
Python研发工程师,http://jobs.51job.com/shanghai-xhq/86930359.html?s=01&t=0,上海复星高科技（集团）有限公司,上海-徐汇区,0.7-1.5万/月,1年经验,
Python开发工程师,http://jobs.51job.com/shanghai-xhq/91758768.html?s=01&t=0,上海汇付数据服务有限公司,上海-徐汇区,1.5-2万/月,3-4年经验,本科
Python开发工程师,http://jobs.51job.com/hangzhou-gsq/91855438.html?s=01&t=0,杭州战鱼互游网络科技有限公司,杭州-拱墅区,0.8-1.5万/月,,
Python开发工程师,http://jobs.51job.com/kunming-xsq/90089387.html?s=01&t=0,云南酉胥科技有限公司,昆明-西山区,7-9千/月,3-4年经验,大专
Python开发工程师,http://jobs.51job.com/zhuhai/88770869.html?s=01&t=0,珠海麒润网络科技有限公司,珠海,0.7-1.4万/月,2年经验,
Python开发工程师,http://jobs.51job.com/shanghai-xhq/85012216.html?s=01&t=0,赫里普（上海）信息科技有限公司,上海-徐汇区,1-2万/月,3-4年经验,本科
Python数据挖掘工程师（爬虫方向）,http://jobs.51job.com/shenzhen-lhxq/85304858.html?s=01&t=0,深圳市新一洲贸易有限公司,深圳-龙华新区,1-1.5万/月,2年经验,大专
Python开发工程师——成都地区,http://jobs.51job.com/chengdu/90384048.html?s=01&t=0,上海易路软件有限公司,成都,0.8-1.4万/月,,大专
Python开发工程师,http://jobs.51job.com/hangzhou/85894249.html?s=01&t=0,杭州中焯信息技术股份有限公司,杭州,0.8-1.2万/月,,
Python讲师,http://jobs.51job.com/guangzhou-thq/87022468.html?s=01&t=0,北京千锋互联科技有限公司深圳分公司,广州-天河区,1.5-2万/月,2年经验,
python工程师,http://jobs.51job.com/suzhou/80980390.html?s=01&t=0,苏州用心创造信息科技有限公司,苏州,1-1.5万/月,,
Python研发工程师,http://jobs.51job.com/beijing/84270164.html?s=01&t=0,北京格上理财顾问有限公司,北京,1.3-2.5万/月,,大专
Python开发,http://jobs.51job.com/nanjing-pkq/89186386.html?s=01&t=0,南京梅花软件系统股份有限公司,南京-浦口区,1-1.5万/月,1年经验,大专
Python工程师,http://jobs.51job.com/beijing-cyq/87019219.html?s=01&t=0,雷石集团,北京-朝阳区,1-2万/月,3-4年经验,本科
软件开发工程师（.NET、Python）,http://jobs.51job.com/shenzhen-lgq/87354809.html?s=01&t=0,深圳市创世纪科技发展有限公司,深圳-龙岗区,1-1.5万/月,3-4年经验,本科
Python实习生,http://jobs.51job.com/guangzhou-hpq/90008404.html?s=01&t=0,广东乙禾船舶融资租赁有限公司,广州-黄埔区,2-3千/月,,
Python软件开发,http://jobs.51job.com/ningbo/88453101.html?s=01&t=0,舜宇光学科技（集团）有限公司,宁波,8-10万/年,2年经验,本科
Python开发工程师,http://jobs.51job.com/hangzhou/90724646.html?s=01&t=0,杭州皓天信息技术有限公司,杭州,0.8-1.5万/月,,
软件研发工程师（Python脚本开发）,http://jobs.51job.com/dalian-gxyq/80872960.html?s=01&t=0,英特工程仿真技术（大连）有限公司,大连-高新园区,0.6-1.2万/月,,本科
Python开发工程师,http://jobs.51job.com/beijing/89441583.html?s=01&t=0,北京百悟科技有限公司,北京,1.5-2万/月,3-4年经验,
Python开发工程师,http://jobs.51job.com/shanghai-cnq/91692026.html?s=01&t=0,亚创博彦（上海）信息技术有限公司,上海-长宁区,1-2万/月,,
Python开发工程师,http://jobs.51job.com/xian-blq/90059335.html?s=01&t=0,车装甲网络科技（北京）有限公司,西安-碑林区,0.8-1万/月,,
Python开发工程师,http://jobs.51job.com/nanjing/91437617.html?s=01&t=0,江苏五星电器有限公司,南京,0.7-1.2万/月,1年经验,本科
python讲师,http://jobs.51job.com/xian/90947507.html?s=01&t=0,西安飞凡网络技术咨询有限公司,西安,0.8-1万/月,,
Python开发工程师,http://jobs.51job.com/guangzhou/91345978.html?s=01&t=0,广州市西美信息科技有限公司,广州,1-1.3万/月,,大专
Python研发工程师,http://jobs.51job.com/beijing-hdq/85774093.html?s=01&t=0,上海聚杰信息技术有限公司,北京-海淀区,2-3万/月,3-4年经验,本科
Python开发工程师,http://jobs.51job.com/shenzhen/91836316.html?s=01&t=0,宝德科技集团股份有限公司,深圳,0.6-1.2万/月,1年经验,本科
Python工程师,http://jobs.51job.com/fuzhou/84982669.html?s=01&t=0,长威信息科技发展股份有限公司,福州,0.7-1.3万/月,3-4年经验,本科
Python软件研发工程师,http://jobs.51job.com/changsha-kfq/87053401.html?s=01&t=0,天河国云（北京）科技有限公司湖南分公司,长沙-开福区,4-6千/月,1年经验,大专
python开发工程师,http://jobs.51job.com/guangzhou-yxq/91181907.html?s=01&t=0,广州君和信息技术有限公司,广州-越秀区,0.5-1万/月,1年经验,大专
Python研发工程师,http://jobs.51job.com/chengdu/91830520.html?s=01&t=0,成都之维安科技股份有限公司,成都,0.8-1.6万/月,,
Python网络爬虫开发,http://jobs.51job.com/shenzhen-lgq/90871474.html?s=01&t=0,深圳市清晨六点科技有限公司,深圳-龙岗区,0.6-1万/月,1年经验,本科
Python高级开发工程师,http://jobs.51job.com/guangzhou-nsq/89151706.html?s=01&t=0,广州中国科学院计算机网络信息中心,广州-南沙区,1.3-1.8万/月,,
Python及数据平台开发工程师,http://jobs.51job.com/wuhan-hsq/89490136.html?s=01&t=0,武汉理工数字传播工程有限公司,武汉-洪山区,0.8-1.3万/月,5-7年经验,本科
Python开发工程师,http://jobs.51job.com/foshan/88198749.html?s=01&t=0,广东宝裕集团有限公司,佛山,5-7千/月,2年经验,大专
Python开发工程师,http://jobs.51job.com/shenzhen-nsq/62908683.html?s=01&t=0,深圳市视维科技股份有限公司,深圳-南山区,1-1.5万/月,,本科
Python开发工程师,http://jobs.51job.com/qingdao-lsq/90482491.html?s=01&t=0,青岛青科世纪信息技术有限公司,青岛-崂山区,0.6-1万/月,3-4年经验,本科
Python 开发工程师,http://jobs.51job.com/zhuhai/78851474.html?s=01&t=0,珠海市利保机器人有限公司,珠海,1-2万/月,,本科
Python中级工程师,http://jobs.51job.com/xian/89190879.html?s=01&t=0,上海汉得信息技术股份有限公司,西安,0.7-1.4万/月,,
Python开发工程师,http://jobs.51job.com/hangzhou-xhq/91566830.html?s=01&t=0,浙江今明教育文化发展有限公司,杭州-西湖区,1-1.5万/月,,
python开发工程师,http://jobs.51job.com/shanghai-cnq/78756753.html?s=01&t=0,圆通速递有限公司,上海-长宁区,1.5-2万/月,2年经验,大专
Python开发工程师,http://jobs.51job.com/shanghai-xhq/85476680.html?s=01&t=0,杭州轻触科技有限公司,上海-徐汇区,1-2万/月,2年经验,
Python实习生,http://jobs.51job.com/taizhou/87124654.html?s=01&t=0,江苏先飞信息技术有限公司,泰州,1.5-6千/月,,
